uniprot,Protein.Acc,Protein.Descriptions,up/low,P value.(up/low)
Q6NLY8,AT4G36720.1,HVA22-like protein K,0.621161705,0.000377633
Q9SCX8,AT3G17790.1,purple acid phosphatase 17,0.620430623,0.000746221
Q9ZVI7,AT2G38650.1,galacturonosyltransferase 7,0.619756583,0.000595723
Q8GWG0,AT5G60620.1,glycerol-3-phosphate acyltransferase 9,0.618360611,0.000194472
Q9S7L9,AT1G22450.1,cytochrome C oxidase 6B,0.618210787,0.000893472
Q8L9R6,AT1G68680.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 16 growth stages; Has 20 Blast hits to 20 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.617725421,0.00474705
Q9LX32,AT3G59390.2,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2054 (InterPro:IPR019352); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,0.616513602,2.07735E-05
O82662,AT2G20420.1,ATP citrate lyase (ACL) family protein,0.61616395,0.000873483
Q941A6,AT1G08480.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plasma membrane, plastid, vacuole; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; Has 39 Blast hits to 39 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.615666793,0.000560138
O04331,AT5G40770.1,prohibitin 3,0.615489068,0.002559593
A7KNH7,ATMG00665.1,NADH dehydrogenase 5B,0.6152804,0.005926044
Q9FHP2,AT5G65880.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.615097269,0.000448819
Q9FMQ5,AT5G22460.1,alpha/beta-Hydrolases superfamily protein,0.615061393,1.11546E-05
O04373,AT1G51760.1,peptidase M20/M25/M40 family protein,0.614114389,6.24837E-06
Q9FFK7,AT5G05670.1,signal recognition particle binding,0.613705762,0.00258387
Q9LF97,AT3G52950.1,CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein,0.61344792,1.32801E-06
Q9FGN0,AT5G51430.1,conserved oligomeric Golgi complex component-related / COG complex component-related,0.613381566,0.000903616
Q8H1S5,AT3G52610.1,unknown protein; Has 68 Blast hits to 67 proteins in 21 species: Archae - 0; Bacteria - 11; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).,0.612509086,6.3763E-05
O04308,AT3G16480.1,mitochondrial processing peptidase alpha subunit,0.612191229,0.006852028
Q9LEX6,AT3G60960.1,Tetratricopeptide repeat (TPR)-like superfamily protein,0.612125232,0.019561566
O49354,AT2G30920.1,coenzyme Q 3,0.609656869,7.73254E-05
Q93V61,AT3G03310.1,lecithin:cholesterol acyltransferase 3,0.609495225,0.000550616
Q9SKM7,AT2G28430.1,unknown protein; Has 28 Blast hits to 28 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 28; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.609329408,0.013166384
P93655,AT5G26860.1,lon protease 1,0.608652423,0.000139362
Q9FM77,AT5G55610.1,"unknown protein; LOCATED IN: mitochondrion, chloroplast, plastid, membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.608226957,0.000873401
Q9M0X9,AT4G05160.1,AMP-dependent synthetase and ligase family protein,0.608130355,0.000268591
Q9SJM9,AT2G36290.1,alpha/beta-Hydrolases superfamily protein,0.607850616,0.039099174
O48773,AT2G32920.1,PDI-like 2-3,0.60608902,1.27979E-06
Q9LFK6,AT5G16950.1,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.605993502,1.66581E-05
Q9LM02,AT5G13710.2,sterol methyltransferase 1,0.605228728,4.56042E-05
Q9CA75,AT1G74380.1,xyloglucan xylosyltransferase 5,0.604807265,0.000187943
Q949U9,AT5G15640.1,Mitochondrial substrate carrier family protein,0.604549986,2.04435E-05
Q8VZT9,AT4G00585.1,unknown protein; Has 47 Blast hits to 47 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 3; Fungi - 7; Plants - 33; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).,0.604335347,0.003177308
Q9FZF1,AT1G47750.1,peroxin 11A,0.602312158,1.32168E-06
Q9ZPW5,AT2G18330.1,AAA-type ATPase family protein,0.601500434,2.95717E-06
O04527,AT1G70190.1,"Ribosomal protein L7/L12, oligomerisation;Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like",0.600807154,2.26967E-05
Q9SAK4,AT1G79440.1,aldehyde dehydrogenase 5F1,0.600364363,0.000848484
Q94AX4,AT5G06580.1,FAD-linked oxidases family protein,0.600171373,3.66953E-06
Q9LKJ1,AT5G65940.1,beta-hydroxyisobutyryl-CoA hydrolase 1,0.600113523,0.000102278
Q9SRP6,AT3G03420.1,Ku70-binding family protein,0.599741302,0.000194571
Q9FWA4,AT3G02350.1,galacturonosyltransferase 9,0.599431586,1.14504E-05
O81845,AT3G54110.1,plant uncoupling mitochondrial protein 1,0.59821643,1.98576E-06
Q9C512,AT1G51590.1,alpha-mannosidase 1,0.597698762,0.001705135
O82775,AT2G45980.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G00355.2); Has 93 Blast hits to 90 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 93; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.59630104,1.63893E-06
Q9FKE9,AT5G45160.1,Root hair defective 3 GTP-binding protein (RHD3),0.595539995,1.16576E-05
Q9SP02,AT5G58710.1,rotamase CYP 7,0.595124972,9.75487E-05
Q9LVM1,AT5G58270.1,ABC transporter of the mitochondrion 3,0.595071621,0.00016465
Q9LZK5,AT3G62600.1,DNAJ heat shock family protein,0.594298972,0.000178047
Q9C565,AT1G69380.1,Protein of unknown function (DUF155),0.591882918,0.001475492
Q9LZM6,AT5G02050.1,Mitochondrial glycoprotein family protein,0.591069828,4.98569E-05
Q9CAF6,AT3G10690.1,DNA GYRASE A,0.590930495,0.001482515
Q9C9V9,AT1G67930.1,Golgi transport complex protein-related,0.590488027,0.000555637
O82179,AT2G35120.1,Single hybrid motif superfamily protein,0.589992687,0.001156216
Q9SMN1,AT3G48680.1,gamma carbonic anhydrase-like 2,0.589208397,6.63413E-05
Q8H1Y0,AT1G24180.1,Thiamin diphosphate-binding fold (THDP-binding) superfamily protein,0.589130541,0.000340957
Q93WB8,AT3G13410.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G55546.1); Has 49 Blast hits to 49 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.588781843,1.42705E-05
Q9LK29,AT3G27240.1,Cytochrome C1 family,0.586268929,8.42036E-07
Q8GWA1,AT1G07180.1,alternative  NAD(P)H dehydrogenase 1,0.586020074,3.30604E-06
Q9FKT8,AT5G56090.1,cytochrome c oxidase 15,0.585789901,0.001057368
Q9M2Z4,AT3G48890.1,membrane-associated progesterone binding protein 3,0.585062764,0.000834237
Q9LVC8,AT5G57300.3,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.583471297,1.17189E-06
P52901,AT1G59900.1,pyruvate dehydrogenase complex E1 alpha subunit,0.582930373,6.54223E-05
Q8LB47,AT4G26780.1,Co-chaperone GrpE family protein,0.582789384,0.001175197
P54968,AT3G02875.1,Peptidase M20/M25/M40 family protein,0.582690751,2.07735E-05
Q0WUC5,AT3G44370.1,"Membrane insertion protein, OxaA/YidC with tetratricopeptide repeat domain",0.582322606,3.6327E-07
O22151,AT2G45200.1,golgi snare 12,0.581144335,8.26767E-07
Q9FY73,AT5G09420.1,translocon at the outer membrane of chloroplasts 64-V,0.580897953,6.04639E-06
Q8VYP0,AT3G08950.1,electron transport SCO1/SenC family protein,0.58037892,4.52045E-05
Q9SJY5,AT2G22500.1,uncoupling protein 5,0.578523099,4.36282E-05
Q9LS47,AT3G18430.2,Calcium-binding EF-hand family protein,0.578318134,0.002945638
Q9MA90,AT3G05290.1,peroxisomal adenine nucleotide carrier 1,0.577863017,0.000481881
Q9FLI5,AT5G51740.1,Peptidase family M48 family protein,0.576570944,0.000172452
Q9M304,AT3G48780.1,serine palmitoyltransferase 1,0.576527754,0.00555199
Q949M5,AT4G16660.1,heat shock protein 70 (Hsp 70) family protein,0.576259821,7.60113E-06
Q0WP28,AT3G06300.1,P4H isoform 2,0.576234241,7.16425E-05
Q949S7,AT5G15910.1,NAD(P)-binding Rossmann-fold superfamily protein,0.575859941,6.11367E-06
Q8L7M1,AT1G53290.1,Galactosyltransferase family protein,0.575411954,0.007688088
Q9FLY5,AT5G39500.1,GNOM-like 1,0.574820043,0.002844619
Q9FIC2,AT5G09840.1,Putative endonuclease or glycosyl hydrolase,0.574014755,8.32368E-07
Q940M2,AT4G39660.1,alanine:glyoxylate aminotransferase 2,0.572242159,0.00021089
Q96329,AT3G51840.1,acyl-CoA oxidase 4,0.571942633,5.20842E-05
Q6NKX1,AT5G38710.1,Methylenetetrahydrofolate reductase family protein,0.571791203,0.001422097
O80800,AT1G65290.1,mitochondrial acyl carrier protein 2,0.571743011,0.001358249
O04619,AT4G01100.1,adenine nucleotide transporter 1,0.571532274,6.82766E-06
Q38946,AT5G07440.2,glutamate dehydrogenase 2,0.571438512,9.69291E-05
F4JPI4,AT4G30090.1,embryo defective 1353,0.571385018,2.51497E-05
P40941,AT5G13490.1,ADP/ATP carrier 2,0.570489673,7.27128E-06
Q9SS48,AT3G10370.1,FAD-dependent oxidoreductase family protein,0.56986976,5.8937E-07
Q9M5K3,AT1G48030.2,mitochondrial lipoamide dehydrogenase 1,0.569205999,9.90337E-06
Q9SK63,AT2G20390.1,unknown protein; Has 50 Blast hits to 50 proteins in 18 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.568585871,9.86359E-05
Q84V22,AT4G16700.1,phosphatidylserine decarboxylase 1,0.567281518,5.43125E-06
Q570K7,AT5G27330.1,Prefoldin chaperone subunit family protein,0.567153909,1.42705E-05
Q940G0,AT1G10950.1,transmembrane nine 1,0.567102441,0.001298198
Q9SE51,AT3G17910.1,Surfeit locus 1 cytochrome c oxidase biogenesis protein,0.566865367,2.17535E-05
O82352,AT2G46170.1,Reticulon family protein,0.565924916,1.48487E-05
Q8LGI2,AT5G39410.1,Saccharopine dehydrogenase,0.565126931,4.65012E-05
O22854,AT2G43400.1,electron-transfer flavoprotein:ubiquinone oxidoreductase,0.564422341,4.71114E-06
Q9FK35,AT5G50370.1,Adenylate kinase family protein,0.562950154,0.000248512
Q9FNL5,AT5G46070.1,Guanylate-binding family protein,0.56261606,0.000955352
Q9S791,AT1G70770.1,"Protein of unknown function DUF2359, transmembrane",0.562563613,8.03207E-05
Q42290,AT3G02090.1,Insulinase (Peptidase family M16) protein,0.562231096,0.000219819
Q9FE40,AT5G62810.1,peroxin 14,0.562091339,3.32319E-05
Q944K2,AT5G66680.1,dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein,0.561992751,2.24465E-05
Q9SAB3,AT1G11650.2,RNA-binding (RRM/RBD/RNP motifs) family protein,0.560839569,2.75264E-05
Q9S784,AT1G69700.1,HVA22 homologue C,0.560494129,0.009508684
P31167,AT3G08580.1,ADP/ATP carrier 1,0.560065466,1.66625E-06
Q9SKT6,AT2G20810.1,galacturonosyltransferase 10,0.558858305,0.000247254
Q8VZI8,AT1G07510.1,FTSH protease 10,0.557748827,2.04427E-06
Q9LS42,AT3G18480.1,CCAAT-displacement protein alternatively spliced product,0.557220267,4.89637E-07
Q9ZQQ1,AT2G35790.1,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1301 (InterPro:IPR009724); Has 116 Blast hits to 116 proteins in 49 species: Archae - 0; Bacteria - 0; Metazoa - 53; Fungi - 6; Plants - 49; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).,0.557181638,1.19971E-06
Q9ZP06,AT1G53240.1,Lactate/malate dehydrogenase family protein,0.556668997,0.000389297
Q9LK96,AT3G15090.1,GroES-like zinc-binding alcohol dehydrogenase family protein,0.55466264,4.85743E-05
O64764,AT2G35010.2,thioredoxin O1,0.554575555,0.000824916
O64631,AT2G45510.1,"cytochrome P450, family 704, subfamily A, polypeptide 2",0.554283874,0.000241405
P54969,AT5G56650.1,IAA-leucine resistant (ILR)-like 1,0.553801462,1.93026E-06
Q94AU7,AT5G66510.1,gamma carbonic anhydrase 3,0.553130425,4.79178E-05
Q93Z33,AT3G63150.1,MIRO-related GTP-ase 2,0.552745305,2.57682E-06
Q96528,AT1G20630.1,catalase 1,0.551894997,1.96324E-05
Q9SUW1,AT4G22580.1,Exostosin family protein,0.550779923,8.78684E-05
Q8LKS5,AT5G27600.1,long-chain acyl-CoA synthetase 7,0.550695888,2.35327E-06
Q8VZL4,AT4G00290.1,Mechanosensitive ion channel protein,0.549724638,9.76136E-05
Q9SIQ8,AT2G31490.1,unknown protein; Has 55 Blast hits to 55 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.549136204,0.004195249
Q9SIJ6,AT2G21640.1,Encodes a protein of unknown function that is a marker for oxidative stress response.,0.547429883,0.000145958
Q9LXZ7,AT3G56430.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, vacuole; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G40800.1); Has 3121 Blast hits to 1477 proteins in 196 species: Archae - 12; Bacteria - 170; Metazoa - 996; Fungi - 324; Plants - 132; Viruses - 59; Other Eukaryotes - 1428 (source: NCBI BLink).",0.547294405,5.09137E-05
Q9LLH9,AT1G06290.1,acyl-CoA oxidase 3,0.546991775,3.74824E-05
F4JD91,AT3G07060.1,NHL domain-containing protein,0.546886015,1.69325E-07
Q8VZF8,AT1G02120.1,GRAM domain family protein,0.546870088,0.002163403
Q9LY28,AT5G07320.1,Mitochondrial substrate carrier family protein,0.546380385,8.95413E-07
Q8S8K5,AT2G35736.2,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G25225.1).,0.545603451,6.28663E-06
Q8W482,AT3G07568.1,unknown protein; Has 9 Blast hits to 9 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 9; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.545430291,1.04988E-05
Q9ZQ26,AT2G24420.2,DNA repair ATPase-related,0.545024328,0.000113166
Q9LKR3,AT5G28540.1,heat shock protein 70 (Hsp 70) family protein,0.544881552,2.69612E-05
O80874,AT2G29990.1,alternative NAD(P)H dehydrogenase 2,0.544107442,0.000351711
O23299,AT4G14430.1,indole-3-butyric acid response 10,0.541092986,2.60688E-05
Q9SHJ6,AT1G06530.1,Tropomyosin-related,0.540769645,2.70867E-05
Q8LPS1,AT3G05970.1,long-chain acyl-CoA synthetase 6,0.540246237,2.60688E-05
Q9LDF5,AT3G15290.1,3-hydroxyacyl-CoA dehydrogenase family protein,0.537798412,3.07984E-06
A3KPF5,AT1G52260.1,PDI-like 1-5,0.536993088,4.25329E-06
Q93XM7,AT5G46800.1,Mitochondrial substrate carrier family protein,0.535522108,4.23041E-06
Q9FN05,AT5G63840.1,Glycosyl hydrolases family 31  protein,0.535197815,1.19429E-06
Q9LH93,AT3G28810.1,Protein of unknown function (DUF1216),0.531527506,0.030694188
Q9FWR5,AT1G19580.1,gamma carbonic anhydrase 1,0.53049137,1.06882E-05
O04151,AT1G56340.1,calreticulin 1a,0.529739413,2.96026E-05
Q8H1G3,AT1G51610.1,Cation efflux family protein,0.529038283,0.000215274
B8XCH5,AT1G74720.1,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,0.528361044,0.001762131
Q9SJH7,AT2G42790.1,citrate synthase 3,0.527614911,2.55024E-05
Q9LXR8,AT3G58840.1,Tropomyosin-related,0.526988465,2.27066E-06
Q66GQ3,AT3G16110.1,PDI-like 1-6,0.526847107,9.62374E-07
Q9C6B3,AT1G47260.1,gamma carbonic anhydrase 2,0.52647486,2.22106E-05
Q9C9Q8,AT1G78240.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.525941819,8.37806E-06
P82873,AT1G27390.1,translocase outer membrane 20-2,0.52446978,2.86989E-05
O80705,AT1G62010.1,Mitochondrial transcription termination factor family protein,0.524030753,0.001887876
Q94JT5,AT4G35220.1,Cyclase family protein,0.522855976,3.6822E-06
Q8L7E5,AT5G11390.1,WPP domain-interacting protein 1,0.522699427,0.000176284
Q9M2N5,AT3G42170.1,BED zinc finger ;hAT family dimerisation domain,0.522624745,8.24616E-05
Q9FK46,AT5G18250.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G04040.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.522608443,1.26949E-05
O82772,AT3G03640.1,beta glucosidase 25,0.519781672,0.000281844
Q9SV06,AT3G51980.1,ARM repeat superfamily protein,0.519403138,1.36334E-06
O49652,AT4G22710.1,"cytochrome P450, family 706, subfamily A, polypeptide 2",0.519080709,8.6164E-05
Q9FQM0,AT4G27760.1,NAD(P)-binding Rossmann-fold superfamily protein,0.519032781,0.000204467
Q38935,AT3G25220.1,FK506-binding protein 15 kD-1,0.518007726,0.000353995
Q9C8J2,AT1G51390.1,NFU domain protein 5,0.517897863,0.000840342
Q8VZS0,AT5G27520.1,peroxisomal adenine nucleotide carrier 2,0.517312647,1.6631E-05
Q9SJ12,AT2G21870.1,copper ion binding;cobalt ion binding;zinc ion binding,0.516721197,8.95413E-07
Q8GYH1,AT1G74240.1,Mitochondrial substrate carrier family protein,0.51334518,0.000158266
P93303,AT2G07707.1,"Plant mitochondrial ATPase, F0 complex, subunit 8 protein",0.513092104,0.000281158
O49636,AT4G22310.1,Uncharacterised protein family (UPF0041),0.511757764,3.33888E-05
Q8RXI0,AT5G16930.1,AAA-type ATPase family protein,0.507368714,6.2783E-06
Q84VZ6,AT2G31140.1,Peptidase S24/S26A/S26B/S26C family protein,0.506872405,1.78863E-06
Q9LXX7,AT3G56630.1,"cytochrome P450, family 94, subfamily D, polypeptide 2",0.506659434,0.00123389
Q8LG60,AT5G27760.1,Hypoxia-responsive family protein,0.504589793,5.12183E-06
Q0WVF7,AT3G03060.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.504482594,1.88429E-05
Q8GXV5,AT4G17050.1,ureidoglycine aminohydrolase,0.503694798,2.67145E-06
Q9FMP3,AT5G12200.1,pyrimidine 2,0.50291118,8.02401E-07
Q8GYI6,AT1G08750.3,Peptidase C13 family,0.502554724,0.00013063
Q9FX21,AT1G34130.1,staurosporin and temperature sensitive 3-like b,0.50169685,0.000425883
P29402,AT5G61790.1,calnexin 1,0.501164198,1.16624E-05
Q9T6H8,ATMG00830.1,cytochrome C biogenesis 382,0.499355837,7.73566E-06
Q9SU56,AT3G47930.1,"L-galactono-1,4-lactone dehydrogenase",0.499121139,4.23041E-06
P54970,AT5G56660.1,IAA-leucine resistant (ILR)-like 2,0.49909364,0.000447336
Q8LAD2,AT5G23250.1,"Succinyl-CoA ligase, alpha subunit",0.497935123,0.000295844
Q93Z16,AT4G21150.3,ribophorin II (RPN2) family protein,0.496643509,0.012952703
Q8LFQ6,AT5G20500.1,Glutaredoxin family protein,0.495628891,0.000149894
Q8GYJ4,AT5G23395.1,Cox19-like CHCH family protein,0.494968546,2.25421E-05
Q8GYC5,AT1G24267.1,Protein of unknown function (DUF1664),0.491134046,2.30057E-05
Q9LSG3,AT3G25140.1,Nucleotide-diphospho-sugar transferases superfamily protein,0.49057103,4.42644E-06
Q9STH7,AT4G12340.1,copper ion binding,0.488896889,0.069270929
O82514,AT5G63400.1,adenylate kinase 1,0.488779738,4.21319E-05
Q9FM96,AT5G56360.1,calmodulin-binding protein,0.488731075,3.21566E-06
Q38858,AT1G09210.1,calreticulin 1b,0.488341391,4.47981E-06
Q38820,AT1G72750.1,translocase inner membrane subunit 23-2,0.486689353,3.21566E-06
Q9SZV4,AT4G30010.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; Has 39 Blast hits to 39 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 39; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.486433493,5.65015E-06
