"","uniprot","Protein.Acc","Protein.Descriptions","up.low","P.value..up.low.","iso_id","uniprot_seq_length","uniprot_seq_md5","coordinate_id","provider","from","to","template","qmean","qmean_norm","seqid","url"
"4494","Q9SF29","AT3G09740.1","syntaxin of plants 71","2.531502705","6.65465e-07","266","9ea38e2fd5452c021d272b1015d25ae3","5eff257e4ece84dfdabb900d","SWISSMODEL","34","207","1fio.1.A","-2.5555121791","0.6676979344","10.7784433365","https://swissmodel.expasy.org/repository/uniprot/Q9SF29.pdb?provider=swissmodel&from=34&to=207&template=1fio.1.A&provider=swissmodel","Q9SF29"
"4495","Q9SF29","AT3G09740.1","syntaxin of plants 71","2.531502705","6.65465e-07","266","9ea38e2fd5452c021d272b1015d25ae3","5eff257e4ece84dfdabb9009","SWISSMODEL","5","231","5j1g.1.A","-4.3541407393","0.6015313517","7.2164950371","https://swissmodel.expasy.org/repository/uniprot/Q9SF29.pdb?provider=swissmodel&from=5&to=231&template=5j1g.1.A&provider=swissmodel","Q9SF29"
"4496","Q9SF40","AT3G09630.1","Ribosomal protein L4/L1 family","1.092842642","0.266505408","Q9SF40-1","406","3c1f3564c243c2f8f4455dae4dd44e1a","5efe50c71925705071665225","SWISSMODEL","5","395","4v8p.1.X","-0.9127395976","0.738379085","49.8687667847","https://swissmodel.expasy.org/repository/uniprot/Q9SF40.pdb?provider=swissmodel&from=5&to=395&template=4v8p.1.X&provider=swissmodel"
"4497","Q9SF53","AT3G09500.1","Ribosomal L29 family protein","1.300027442","0.004980471","123","8d1715fd17dc36b727e18a51bb52c535","5f015c0b9b873673ad306aee","SWISSMODEL","2","123","6hcj.65.A","-1.8584082901","0.6847855968","64.227645874","https://swissmodel.expasy.org/repository/uniprot/Q9SF53.pdb?provider=swissmodel&from=2&to=123&template=6hcj.65.A&provider=swissmodel","Q9SF53"
"4498","Q9SF91","AT3G09900.1","RAB GTPase homolog E1E","1.07171031","0.374841222","218","b0d780e4f666d9c33fcb85a32c1eef72","5effc4ba1bc2493ac9576e6c","SWISSMODEL","12","186","2iez.1.A","-2.7178246663","0.660526687","45.8128089905","https://swissmodel.expasy.org/repository/uniprot/Q9SF91.pdb?provider=swissmodel&from=12&to=186&template=2iez.1.A&provider=swissmodel","Q9SF91"
"4499","Q9SF91","AT3G09900.1","RAB GTPase homolog E1E","1.07171031","0.374841222","218","b0d780e4f666d9c33fcb85a32c1eef72","5effc4ba1bc2493ac9576e68","SWISSMODEL","10","205","2bcg.1.B","-1.708409331","0.7116230455","55.3921585083","https://swissmodel.expasy.org/repository/uniprot/Q9SF91.pdb?provider=swissmodel&from=10&to=205&template=2bcg.1.B&provider=swissmodel","Q9SF91"
"4500","Q9SFU0","AT3G07100.1","Sec23/Sec24 protein transport family protein","1.368910971","0.03268333","1038","cbd86d16d02a923f6d145cc356783c8b","5f01d703a5189790b086138b","SWISSMODEL","315","1037","5kyu.1.B","-3.3648005048","0.6458494403","33.6633682251","https://swissmodel.expasy.org/repository/uniprot/Q9SFU0.pdb?provider=swissmodel&from=315&to=1037&template=5kyu.1.B&provider=swissmodel","Q9SFU0"
"4501","Q9SFU0","AT3G07100.1","Sec23/Sec24 protein transport family protein","1.368910971","0.03268333","1038","cbd86d16d02a923f6d145cc356783c8b","5f01d703a5189790b086138f","SWISSMODEL","284","1037","1m2v.1.B","-3.5561195404","0.6391556803","30.7894744873","https://swissmodel.expasy.org/repository/uniprot/Q9SFU0.pdb?provider=swissmodel&from=284&to=1037&template=1m2v.1.B&provider=swissmodel","Q9SFU0"
"4502","Q9SFU0","AT3G07100.1","Sec23/Sec24 protein transport family protein","1.368910971","0.03268333","1038","cbd86d16d02a923f6d145cc356783c8b","5f01d703a5189790b0861387","SWISSMODEL","295","1037","2nup.1.B","-2.8145096881","0.6651026979","39.3397521973","https://swissmodel.expasy.org/repository/uniprot/Q9SFU0.pdb?provider=swissmodel&from=295&to=1037&template=2nup.1.B&provider=swissmodel","Q9SFU0"
"4503","Q9SFU6","AT3G07160.1","glucan synthase-like 10","1.59807607","0.000167252","1890","973d44f0ac6cf241017795f7948e643d","5f029e123e2b0084eb6b9cf9","SWISSMODEL","34","184","4txp.1.A","-3.0079199274","0.6318898816","19.2307701111","https://swissmodel.expasy.org/repository/uniprot/Q9SFU6.pdb?provider=swissmodel&from=34&to=184&template=4txp.1.A&provider=swissmodel","Q9SFU6"
"4504","Q9SFX3","AT1G76400.1","Ribophorin I","0.727772002","0.003439272","614","0ff4d87be12bb61c979b732949407e8b","5f0021bf53938040a86a39c0","SWISSMODEL","444","586","6oqs.1.E","-3.0833191489","0.6273670477","15.5737705231","https://swissmodel.expasy.org/repository/uniprot/Q9SFX3.pdb?provider=swissmodel&from=444&to=586&template=6oqs.1.E&provider=swissmodel","Q9SFX3"
"4505","Q9SFX3","AT1G76400.1","Ribophorin I","0.727772002","0.003439272","614","0ff4d87be12bb61c979b732949407e8b","5f0021bf53938040a86a39bc","SWISSMODEL","496","613","3dtp.1.A","-1.2198575903","0.7182833544","18.6915893555","https://swissmodel.expasy.org/repository/uniprot/Q9SFX3.pdb?provider=swissmodel&from=496&to=613&template=3dtp.1.A&provider=swissmodel","Q9SFX3"
"4506","Q9SFX3","AT1G76400.1","Ribophorin I","0.727772002","0.003439272","614","0ff4d87be12bb61c979b732949407e8b","5f0021bf53938040a86a39c4","SWISSMODEL","444","587","6oqt.1.S","-1.3453790094","0.7137013169","16.5354328156","https://swissmodel.expasy.org/repository/uniprot/Q9SFX3.pdb?provider=swissmodel&from=444&to=587&template=6oqt.1.S&provider=swissmodel","Q9SFX3"
"4507","Q9SGA6","AT3G02080.1","Ribosomal protein S19e family protein","1.255909951","0.004326307","143","2e33d69e4a0e6408f64fb784d550118d","584dadf7262325a11151bdec","SWISSMODEL","4","142","5lzs.64.A","-1.9212991426","0.6789279847","54.6099281311","https://swissmodel.expasy.org/repository/uniprot/Q9SGA6.pdb?provider=swissmodel&from=4&to=142&template=5lzs.64.A&provider=swissmodel","Q9SGA6"
"4508","Q9SGE3","AT1G08170.1","Histone superfamily protein","0.751097659","0.037390419","243","7ccc2001ab1abd8440721b8c0768fd42","5eff755a6d1b01c62003e687","SWISSMODEL","143","239","5gsu.1.G","-1.3826736692","0.7171015655","57.7319602966","https://swissmodel.expasy.org/repository/uniprot/Q9SGE3.pdb?provider=swissmodel&from=143&to=239&template=5gsu.1.G&provider=swissmodel","Q9SGE3"
"4509","Q9SGH9","AT3G01380.1","transferases;sulfuric ester hydrolases;catalytics;transferases","1.048834784","0.563695478","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4510","Q9SGN1","AT1G28340.1","receptor like protein 4","2.350382505","1.10209e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4511","Q9SGN8","AT1G28400.1","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G33850.1); Has 45374 Blast hits to 18870 proteins in 668 species: Archae - 72; Bacteria - 1460; Metazoa - 1191; Fungi - 1038; Plants - 174; Viruses - 64; Other Eukaryotes - 41375 (source: NCBI BLink).","1.23231756","0.065682941","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4512","Q9SGP9","AT1G28510.1","Optic atrophy 3 protein (OPA3)","0.341491627","2.68272e-05","171","5cac91d7813265545368227432449a10","5f00aefad1fade6afc912f9d","SWISSMODEL","15","145","5ayh.1.A","-3.0988715402","0.6191764426","13.4615383148","https://swissmodel.expasy.org/repository/uniprot/Q9SGP9.pdb?provider=swissmodel&from=15&to=145&template=5ayh.1.A&provider=swissmodel","Q9SGP9"
"4513","Q9SGR6","AT1G76160.1","SKU5 similar 5","1.054745493","0.374992581","541","f61302cacf852ee60b9c8683897f3a2d","5effb4ac670f983b42090c30","SWISSMODEL","26","538","1aso.1.A","-1.8256545374","0.7104416752","28.0808086395","https://swissmodel.expasy.org/repository/uniprot/Q9SGR6.pdb?provider=swissmodel&from=26&to=538&template=1aso.1.A&provider=swissmodel","Q9SGR6"
"4514","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea8803c","SWISSMODEL","4","415","5gip.2.A","-3.1052410592","0.6625147522","31.1827964783","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=4&to=415&template=5gip.2.A&provider=swissmodel","Q9SGT7"
"4515","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea88038","SWISSMODEL","1","414","6rxz.20.A","-1.7541940632","0.70886102","52.546295166","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=1&to=414&template=6rxz.20.A&provider=swissmodel","Q9SGT7"
"4516","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea88034","SWISSMODEL","5","413","4by9.1.C","-3.1457304382","0.6605379171","33.3333320618","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=5&to=413&template=4by9.1.C&provider=swissmodel","Q9SGT7"
"4517","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea88030","SWISSMODEL","2","416","3id5.1.E","-3.9339062943","0.6330344879","31.2000007629","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=2&to=416&template=3id5.1.E&provider=swissmodel","Q9SGT7"
"4518","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea88040","SWISSMODEL","4","413","5wyk.1.E","-4.0450400482","0.6298316626","39.9038467407","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=4&to=413&template=5wyk.1.E&provider=swissmodel","Q9SGT7"
"4519","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea8802c","SWISSMODEL","5","413","3nmu.1.A","-3.2661826651","0.6563031142","33.2417564392","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=5&to=413&template=3nmu.1.A&provider=swissmodel","Q9SGT7"
"4520","Q9SGT7","AT1G56110.1","homolog of nucleolar protein NOP56","0.960838609","0.590225461","522","31dc9372267aad837ebe1762dac87032","5eff948809afc3363ea88044","SWISSMODEL","5","413","4by9.1.F","-4.2103572569","0.6231082671","33.3333320618","https://swissmodel.expasy.org/repository/uniprot/Q9SGT7.pdb?provider=swissmodel&from=5&to=413&template=4by9.1.F&provider=swissmodel","Q9SGT7"
"4521","Q9SGW3","AT1G64520.1","regulatory particle non-ATPase 12A","1.611802283","1.78863e-06","267","aff345fee58ad9bd7ac882004031b643","5a75ee197f4bf937a8ca1bf3","SWISSMODEL","2","267","5l4k.1.C","-4.7455536173","0.5797062909","38.5496177673","https://swissmodel.expasy.org/repository/uniprot/Q9SGW3.pdb?provider=swissmodel&from=2&to=267&template=5l4k.1.C&provider=swissmodel","Q9SGW3"
"4522","Q9SH28","AT1G63420.1","Arabidopsis thaliana protein of unknown function (DUF821)","1.051170442","0.276794394","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4523","Q9SH30","AT1G63440.1","heavy metal atpase 5","0.778306676","0.070124085","995","162b9d9706bb22c7d24d2d0aa1774242","5f01c0b6d9e2f3a6e0c2ca35","SWISSMODEL","372","945","5mrw.1.B","-4.1373550127","0.6244060177","25.0457038879","https://swissmodel.expasy.org/repository/uniprot/Q9SH30.pdb?provider=swissmodel&from=372&to=945&template=5mrw.1.B&provider=swissmodel","Q9SH30"
"4524","Q9SH30","AT1G63440.1","heavy metal atpase 5","0.778306676","0.070124085","995","162b9d9706bb22c7d24d2d0aa1774242","5f01c0b6d9e2f3a6e0c2ca3d","SWISSMODEL","294","976","4bbj.1.A","-2.5337096338","0.6749271681","40.6779670715","https://swissmodel.expasy.org/repository/uniprot/Q9SH30.pdb?provider=swissmodel&from=294&to=976&template=4bbj.1.A&provider=swissmodel","Q9SH30"
"4525","Q9SH30","AT1G63440.1","heavy metal atpase 5","0.778306676","0.070124085","995","162b9d9706bb22c7d24d2d0aa1774242","5f01c0b6d9e2f3a6e0c2ca39","SWISSMODEL","404","973","1t5t.1.A","-3.6681911817","0.6403030434","21.9600734711","https://swissmodel.expasy.org/repository/uniprot/Q9SH30.pdb?provider=swissmodel&from=404&to=973&template=1t5t.1.A&provider=swissmodel","Q9SH30"
"4526","Q9SH59","AT1G64090.1","Reticulan like protein B3","0.64146318","5.14965e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4527","Q9SH88","AT2G37990.1","ribosome biogenesis regulatory protein (RRS1) family protein","1.074024126","0.148824315","318","5265fa8d04c803aa2ad51c0191566b01","5efe5ae08148c654e7a77686","SWISSMODEL","2","175","6ft6.1.TA","-3.6943338705","0.6174064037","35.4651145935","https://swissmodel.expasy.org/repository/uniprot/Q9SH88.pdb?provider=swissmodel&from=2&to=175&template=6ft6.1.TA&provider=swissmodel","Q9SH88"
"4528","Q9SHB0","AT2G40800.1","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G56430.1); Has 43 Blast hits to 43 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).","0.651415247","2.96142e-05","377","b064af403c52fce65e419cbc36f314a7","5efda04f0dc6d79363fa7575","SWISSMODEL","207","312","6k7f.1.A","-2.6353359133","0.6477067564","19.607843399","https://swissmodel.expasy.org/repository/uniprot/Q9SHB0.pdb?provider=swissmodel&from=207&to=312&template=6k7f.1.A&provider=swissmodel","Q9SHB0"
"4529","Q9SHB0","AT2G40800.1","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G56430.1); Has 43 Blast hits to 43 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).","0.651415247","2.96142e-05","377","b064af403c52fce65e419cbc36f314a7","5efda04f0dc6d79363fa7579","SWISSMODEL","279","326","4hiz.1.A","-2.8000940478","0.4575914527","35.555557251","https://swissmodel.expasy.org/repository/uniprot/Q9SHB0.pdb?provider=swissmodel&from=279&to=326&template=4hiz.1.A&provider=swissmodel","Q9SHB0"
"4530","Q9SHC8","AT2G45140.1","plant VAP homolog 12","1.140138183","0.006438561","239","7ddc1b3aaf754fd2459efed776df4e6d","5eff818910030f7b5820c7e2","SWISSMODEL","2","125","1z9l.1.A","-1.4067625116","0.7086157551","35","https://swissmodel.expasy.org/repository/uniprot/Q9SHC8.pdb?provider=swissmodel&from=2&to=125&template=1z9l.1.A&provider=swissmodel","Q9SHC8"
"4531","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a30","SWISSMODEL","190","308","5dfz.1.E","-0.1720212717","0.7756785609","19.4444446564","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=190&to=308&template=5dfz.1.E&provider=swissmodel","Q9SHJ6"
"4532","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a10","SWISSMODEL","27","198","6el1.1.S","-2.0750289353","0.6898406231","13.6094675064","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=27&to=198&template=6el1.1.S&provider=swissmodel","Q9SHJ6"
"4533","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a24","SWISSMODEL","78","216","3o0z.2.C","1.1188199908","0.8397420467","19.8529415131","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=78&to=216&template=3o0z.2.C&provider=swissmodel","Q9SHJ6"
"4534","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a18","SWISSMODEL","50","177","4xa6.1.A","0.7205916867","0.8210211209","13.4920635223","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=50&to=177&template=4xa6.1.A&provider=swissmodel","Q9SHJ6"
"4535","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a20","SWISSMODEL","50","158","2fxo.2.C","1.2590040351","0.8558498733","13.7614679337","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=50&to=158&template=2fxo.2.C&provider=swissmodel","Q9SHJ6"
"4536","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a28","SWISSMODEL","97","283","3g6b.1.A","-2.7278405954","0.6692685105","11.764705658","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=97&to=283&template=3g6b.1.A&provider=swissmodel","Q9SHJ6"
"4537","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a1c","SWISSMODEL","32","273","5nnv.4.D","-1.8647348234","0.7004921424","17.3728809357","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=32&to=273&template=5nnv.4.D&provider=swissmodel","Q9SHJ6"
"4538","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a14","SWISSMODEL","109","265","6snz.2.C","-0.5699035949","0.7517780401","15.9420289993","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=109&to=265&template=6snz.2.C&provider=swissmodel","Q9SHJ6"
"4539","Q9SHJ6","AT1G06530.1","Tropomyosin-related","0.540769645","2.70867e-05","323","6df4fa237bec0d62f41322077a44427d","5efe3e8b79d95ac5a69d5a2c","SWISSMODEL","40","153","3na7.1.A","0.4824882163","0.8126426652","12.389380455","https://swissmodel.expasy.org/repository/uniprot/Q9SHJ6.pdb?provider=swissmodel&from=40&to=153&template=3na7.1.A&provider=swissmodel","Q9SHJ6"
"4540","Q9SHP5","AT1G28540.1","unknown protein; Has 25 Blast hits to 25 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 25; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).","0.745590971","0.005003825","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4541","Q9SHU7","AT2G15290.1","translocon at inner membrane of chloroplasts 21","1.114550827","0.278099092","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4542","Q9SI07","AT2G04280.1","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G12700.1); Has 130 Blast hits to 130 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 124; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).","0.647162018","0.000156126","568","1d9974d9ac36daf7a3c4f45040afbc57","5b6431bfd60c59ba2d50aa70","SWISSMODEL","254","550","2de0.1.A","-4.4850085355","0.6015376083","17.2131156921","https://swissmodel.expasy.org/repository/uniprot/Q9SI07.pdb?provider=swissmodel&from=254&to=550&template=2de0.1.A&provider=swissmodel","Q9SI07"
"4543","Q9SI20","AT2G18110.1","Translation elongation  factor EF1B/ribosomal protein S6 family protein","1.58833801","0.000242935","231","b60d25a9d839a4601f278a833bc0b7fc","5eff99229a120ebfc74bc4a0","SWISSMODEL","3","82","5dqs.1.B","-2.9421541286","0.6052399709","32.5","https://swissmodel.expasy.org/repository/uniprot/Q9SI20.pdb?provider=swissmodel&from=3&to=82&template=5dqs.1.B&provider=swissmodel","Q9SI20"
"4544","Q9SI20","AT2G18110.1","Translation elongation  factor EF1B/ribosomal protein S6 family protein","1.58833801","0.000242935","231","b60d25a9d839a4601f278a833bc0b7fc","5eff99229a120ebfc74bc49c","SWISSMODEL","106","231","2n51.1.A","-2.9581650901","0.6258476153","59.3495941162","https://swissmodel.expasy.org/repository/uniprot/Q9SI20.pdb?provider=swissmodel&from=106&to=231&template=2n51.1.A&provider=swissmodel","Q9SI20"
"4545","Q9SI32","AT2G04940.1","scramblase-related","0.815467314","0.113795444","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4546","Q9SI54","AT2G03870.2","Small nuclear ribonucleoprotein family protein","1.625853374","0.000484262","99","121c3479bb5a342a295bacd2732d150b","5f01f185d6c3f9521ce7a7c7","SWISSMODEL","7","92","6ppv.1.G","-1.1791952461","0.7225323445","54.1666679382","https://swissmodel.expasy.org/repository/uniprot/Q9SI54.pdb?provider=swissmodel&from=7&to=92&template=6ppv.1.G&provider=swissmodel","Q9SI54"
